locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLIDFOLG_02980	tRNA	76				tRNA-Asn(gtt)
DLIDFOLG_02981	CDS	918	argP_2			HTH-type transcriptional regulator ArgP
DLIDFOLG_02982	CDS	951	cbl			HTH-type transcriptional regulator cbl
DLIDFOLG_02983	CDS	942	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
DLIDFOLG_02984	CDS	237				hypothetical protein
DLIDFOLG_02985	CDS	348				hypothetical protein
DLIDFOLG_02986	CDS	348				hypothetical protein
DLIDFOLG_02987	tRNA	76				tRNA-Asn(gtt)
DLIDFOLG_02988	CDS	798	mtfA		COG3228	Protein MtfA
DLIDFOLG_02989	tRNA	90				tRNA-Ser(cga)
DLIDFOLG_02990	CDS	993				hypothetical protein
DLIDFOLG_02991	CDS	228				hypothetical protein
DLIDFOLG_02992	CDS	603				hypothetical protein
DLIDFOLG_02993	CDS	228				hypothetical protein
DLIDFOLG_02994	CDS	324				hypothetical protein
DLIDFOLG_02995	CDS	114				hypothetical protein
DLIDFOLG_02996	CDS	261				hypothetical protein
DLIDFOLG_02997	CDS	513				hypothetical protein
DLIDFOLG_02998	CDS	786				hypothetical protein
DLIDFOLG_02999	CDS	300				hypothetical protein
DLIDFOLG_03000	CDS	660			COG1974	putative HTH-type transcriptional regulator
DLIDFOLG_03001	CDS	198				hypothetical protein
DLIDFOLG_03002	CDS	462				hypothetical protein
DLIDFOLG_03003	CDS	915				hypothetical protein
DLIDFOLG_03004	CDS	810	dam_3	2.1.1.72	COG0338	DNA adenine methylase
DLIDFOLG_03005	CDS	378	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
DLIDFOLG_03006	CDS	981				hypothetical protein
DLIDFOLG_03007	CDS	579				hypothetical protein
DLIDFOLG_03008	CDS	240				hypothetical protein
DLIDFOLG_03009	CDS	387				hypothetical protein
DLIDFOLG_03010	CDS	282				hypothetical protein
DLIDFOLG_03011	CDS	630				hypothetical protein
DLIDFOLG_03012	CDS	276				hypothetical protein
DLIDFOLG_03013	CDS	204				hypothetical protein
DLIDFOLG_03014	CDS	489				hypothetical protein
DLIDFOLG_03015	CDS	384				hypothetical protein
DLIDFOLG_03016	CDS	237				hypothetical protein
DLIDFOLG_03017	CDS	204				hypothetical protein
DLIDFOLG_03018	CDS	234				hypothetical protein
DLIDFOLG_03019	CDS	351				hypothetical protein
DLIDFOLG_03020	CDS	498				hypothetical protein
DLIDFOLG_03021	CDS	1758				hypothetical protein
DLIDFOLG_03022	CDS	1230				hypothetical protein
DLIDFOLG_03023	CDS	657				hypothetical protein
DLIDFOLG_03024	CDS	1209				hypothetical protein
DLIDFOLG_03025	CDS	204				hypothetical protein
DLIDFOLG_03026	CDS	321				hypothetical protein
DLIDFOLG_03027	CDS	339				hypothetical protein
DLIDFOLG_03028	CDS	450				hypothetical protein
DLIDFOLG_03029	CDS	348				hypothetical protein
DLIDFOLG_03030	CDS	705				hypothetical protein
DLIDFOLG_03031	CDS	792				hypothetical protein
DLIDFOLG_03032	CDS	558				hypothetical protein
DLIDFOLG_03033	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
DLIDFOLG_03034	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
DLIDFOLG_03035	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
DLIDFOLG_03036	CDS	1143	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
DLIDFOLG_03037	CDS	228				hypothetical protein
DLIDFOLG_03038	CDS	189	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
DLIDFOLG_03039	CDS	1542	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
DLIDFOLG_03040	CDS	996	xylF_2		COG4213	D-xylose-binding periplasmic protein
DLIDFOLG_03041	CDS	1323	xylA_1	5.3.1.5		Xylose isomerase
DLIDFOLG_03042	CDS	1320	xylB_2	2.7.1.17	COG1070	Xylulose kinase
DLIDFOLG_03043	CDS	372	yiaB		COG4682	Inner membrane protein YiaB
DLIDFOLG_03044	CDS	444	yiaA		COG4682	Inner membrane protein YiaA
DLIDFOLG_03045	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
DLIDFOLG_03046	CDS	303				hypothetical protein
DLIDFOLG_03047	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
DLIDFOLG_03048	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
DLIDFOLG_03049	CDS	213				hypothetical protein
DLIDFOLG_03050	CDS	1620	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
DLIDFOLG_03051	CDS	213	cspA		COG1278	Cold shock protein CspA
DLIDFOLG_03052	CDS	291				hypothetical protein
DLIDFOLG_03053	CDS	1356	pcaK_3		COG0477	4-hydroxybenzoate transporter PcaK
DLIDFOLG_03054	CDS	711				hypothetical protein
DLIDFOLG_03055	CDS	972	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
DLIDFOLG_03056	CDS	1281	ttuB_2			Putative tartrate transporter
DLIDFOLG_03057	CDS	936	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
DLIDFOLG_03058	CDS	309	pinR	3.1.22.-	COG1961	Serine recombinase PinR
DLIDFOLG_03059	CDS	2988				Tn3 family transposase TnEc1
DLIDFOLG_03060	CDS	636				hypothetical protein
DLIDFOLG_03061	CDS	837	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
DLIDFOLG_03062	CDS	399				hypothetical protein
DLIDFOLG_03063	CDS	1110	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
DLIDFOLG_03064	CDS	276	frmR_1		COG1937	Transcriptional repressor FrmR
DLIDFOLG_03065	CDS	111				hypothetical protein
DLIDFOLG_03066	CDS	294	bin3			Putative transposon Tn552 DNA-invertase bin3
DLIDFOLG_03067	CDS	351				hypothetical protein
DLIDFOLG_03068	CDS	843				hypothetical protein
DLIDFOLG_03069	CDS	459	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
DLIDFOLG_03070	CDS	555	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
DLIDFOLG_03071	CDS	1953	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
DLIDFOLG_03072	CDS	459	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
DLIDFOLG_03073	CDS	231				hypothetical protein
DLIDFOLG_03074	CDS	738	ccmC		COG0755	Heme exporter protein C
DLIDFOLG_03075	CDS	171	ccmB		COG2386	Heme exporter protein B
DLIDFOLG_03076	CDS	477				hypothetical protein
DLIDFOLG_03077	CDS	501	yabI_2		COG0586	Inner membrane protein YabI
DLIDFOLG_03078	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
DLIDFOLG_03079	CDS	441	hslJ		COG3187	Heat shock protein HslJ
DLIDFOLG_03080	CDS	264				hypothetical protein
DLIDFOLG_03081	CDS	381				hypothetical protein
DLIDFOLG_03082	CDS	234				hypothetical protein
DLIDFOLG_03083	CDS	1218				hypothetical protein
DLIDFOLG_03084	CDS	849	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
DLIDFOLG_03085	CDS	1308				hypothetical protein
DLIDFOLG_03086	CDS	1743				hypothetical protein
DLIDFOLG_03087	CDS	465				hypothetical protein
DLIDFOLG_03088	CDS	342				hypothetical protein
DLIDFOLG_03089	CDS	246				hypothetical protein
DLIDFOLG_03090	CDS	261				hypothetical protein
DLIDFOLG_03091	CDS	273				hypothetical protein
DLIDFOLG_03092	CDS	285				hypothetical protein
DLIDFOLG_03093	CDS	150				hypothetical protein
DLIDFOLG_03094	CDS	201				hypothetical protein
DLIDFOLG_03095	CDS	276				hypothetical protein
DLIDFOLG_03096	CDS	345				hypothetical protein
DLIDFOLG_03097	CDS	540				hypothetical protein
DLIDFOLG_03098	CDS	312				hypothetical protein
DLIDFOLG_03099	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
DLIDFOLG_03100	CDS	813				hypothetical protein
DLIDFOLG_03101	CDS	1059			COG0614	putative protein
DLIDFOLG_03102	CDS	1008			COG0609	putative ABC transporter permease protein
DLIDFOLG_03103	CDS	750			COG1120	putative ABC transporter ATP-binding protein
DLIDFOLG_03104	CDS	744				hypothetical protein
DLIDFOLG_03105	CDS	837	ydiB_2	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
DLIDFOLG_03106	CDS	1323	dgoT_2			D-galactonate transporter
DLIDFOLG_03107	CDS	1854				hypothetical protein
DLIDFOLG_03108	CDS	639	nicS			HTH-type transcriptional repressor NicS
DLIDFOLG_03109	CDS	213	fumD	4.2.1.2		Fumarase D
DLIDFOLG_03110	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
DLIDFOLG_03111	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
DLIDFOLG_03112	CDS	987	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
DLIDFOLG_03113	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
DLIDFOLG_03114	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
DLIDFOLG_03115	CDS	1275	sufD		COG0719	FeS cluster assembly protein SufD
DLIDFOLG_03116	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
DLIDFOLG_03117	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
DLIDFOLG_03118	CDS	378	sufA		COG0316	Protein SufA
DLIDFOLG_03119	CDS	198				hypothetical protein
DLIDFOLG_03120	CDS	396				hypothetical protein
DLIDFOLG_03121	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
DLIDFOLG_03122	CDS	786	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
DLIDFOLG_03123	CDS	795	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
DLIDFOLG_03124	CDS	711	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
DLIDFOLG_03125	CDS	738	cbiM		COG0310	Cobalt transport protein CbiM
DLIDFOLG_03126	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
DLIDFOLG_03127	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
DLIDFOLG_03128	CDS	921	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
DLIDFOLG_03129	CDS	1524	cobQ			Cobyric acid synthase
DLIDFOLG_03130	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
DLIDFOLG_03131	CDS	1056	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DLIDFOLG_03132	CDS	426				hypothetical protein
DLIDFOLG_03133	CDS	534				hypothetical protein
DLIDFOLG_03134	CDS	1083				hypothetical protein
DLIDFOLG_03135	CDS	1761				hypothetical protein
DLIDFOLG_03136	CDS	3336				hypothetical protein
DLIDFOLG_03137	CDS	1149				hypothetical protein
DLIDFOLG_03138	CDS	1104				hypothetical protein
DLIDFOLG_03139	CDS	1782				hypothetical protein
DLIDFOLG_03140	CDS	2391				hypothetical protein
DLIDFOLG_03141	CDS	1704	ompA_3			Outer membrane protein A
DLIDFOLG_03142	CDS	666				hypothetical protein
DLIDFOLG_03143	CDS	1341				hypothetical protein
DLIDFOLG_03144	tRNA	77				tRNA-Met(cat)
DLIDFOLG_03145	tRNA	77				tRNA-Met(cat)
DLIDFOLG_03146	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
DLIDFOLG_03147	CDS	651	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
DLIDFOLG_03148	CDS	432	csdE		COG2166	Sulfur acceptor protein CsdE
DLIDFOLG_03149	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
DLIDFOLG_03150	CDS	231	ygdR_3			putative lipoprotein YgdR
DLIDFOLG_03151	CDS	825	gcvA_2			Glycine cleavage system transcriptional activator
DLIDFOLG_03152	CDS	396				hypothetical protein
DLIDFOLG_03153	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
DLIDFOLG_03154	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
DLIDFOLG_03155	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
DLIDFOLG_03156	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
DLIDFOLG_03157	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
DLIDFOLG_03158	CDS	1311	fucP		COG0738	L-fucose-proton symporter
DLIDFOLG_03159	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
DLIDFOLG_03160	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
DLIDFOLG_03161	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
DLIDFOLG_03162	CDS	1944	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
DLIDFOLG_03163	CDS	1173	msuD_1	1.14.14.5	COG2141	Methanesulfonate monooxygenase
DLIDFOLG_03164	CDS	1398				hypothetical protein
DLIDFOLG_03165	CDS	1407	dmoA	1.14.13.131		Dimethyl-sulfide monooxygenase
DLIDFOLG_03166	CDS	1023	metN_3	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
DLIDFOLG_03167	CDS	456	metI_3		COG2011	D-methionine transport system permease protein MetI
DLIDFOLG_03168	CDS	243				hypothetical protein
DLIDFOLG_03169	CDS	879				hypothetical protein
DLIDFOLG_03170	CDS	1422	ygcS			Inner membrane metabolite transport protein YgcS
DLIDFOLG_03171	CDS	1224	soxC			Dibenzothiophene desulfurization enzyme C
DLIDFOLG_03172	CDS	942	ssuA_1			Putative aliphatic sulfonates-binding protein
DLIDFOLG_03173	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
DLIDFOLG_03174	CDS	1290	sdaC_1		COG0814	Serine transporter
DLIDFOLG_03175	CDS	1368	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
DLIDFOLG_03176	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
DLIDFOLG_03177	CDS	546	syd			Protein Syd
DLIDFOLG_03178	CDS	330	yqcC		COG3098	putative protein YqcC
DLIDFOLG_03179	CDS	795	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
DLIDFOLG_03180	CDS	444			COG0716	putative protein
DLIDFOLG_03181	CDS	1353	gudP_3			putative glucarate transporter
DLIDFOLG_03182	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
DLIDFOLG_03183	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
DLIDFOLG_03184	CDS	564	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
DLIDFOLG_03185	CDS	549	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
DLIDFOLG_03186	CDS	2751	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
DLIDFOLG_03187	CDS	1305	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
DLIDFOLG_03188	CDS	2238	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
DLIDFOLG_03189	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
DLIDFOLG_03190	CDS	1638	pyrG_2	6.3.4.2	COG0504	CTP synthase
DLIDFOLG_03191	CDS	1299	eno	4.2.1.11	COG0148	Enolase
DLIDFOLG_03192	CDS	1110				hypothetical protein
DLIDFOLG_03193	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
DLIDFOLG_03194	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
DLIDFOLG_03195	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
DLIDFOLG_03196	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
DLIDFOLG_03197	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
DLIDFOLG_03198	CDS	1047				hypothetical protein
DLIDFOLG_03199	CDS	1296	kgtP_2			Alpha-ketoglutarate permease
DLIDFOLG_03200	CDS	807	ais	5.3.3.7		Aconitate isomerase
DLIDFOLG_03201	CDS	900	cynR_4			HTH-type transcriptional regulator CynR
DLIDFOLG_03202	CDS	483				hypothetical protein
DLIDFOLG_03203	CDS	768	rluA_2	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
DLIDFOLG_03204	CDS	540				hypothetical protein
DLIDFOLG_03205	CDS	330				hypothetical protein
DLIDFOLG_03206	CDS	1341				hypothetical protein
DLIDFOLG_03207	CDS	654				hypothetical protein
DLIDFOLG_03208	CDS	1038				hypothetical protein
DLIDFOLG_03209	CDS	963	ssuA_2			Putative aliphatic sulfonates-binding protein
DLIDFOLG_03210	CDS	720	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
DLIDFOLG_03211	CDS	276				hypothetical protein
DLIDFOLG_03212	CDS	1086	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
DLIDFOLG_03213	CDS	894	gltC_3			HTH-type transcriptional regulator GltC
DLIDFOLG_03214	CDS	603		1.13.11.-	COG5553	3-mercaptopropionate dioxygenase
DLIDFOLG_03215	CDS	1581	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DLIDFOLG_03216	CDS	726				hypothetical protein
DLIDFOLG_03217	CDS	1197	mhpT			3-(3-hydroxy-phenyl)propionate transporter
DLIDFOLG_03218	CDS	1017	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
DLIDFOLG_03219	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
DLIDFOLG_03220	CDS	807	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
DLIDFOLG_03221	CDS	816	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
DLIDFOLG_03222	CDS	441	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
DLIDFOLG_03223	CDS	585	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
DLIDFOLG_03224	CDS	372				hypothetical protein
DLIDFOLG_03225	CDS	105				hypothetical protein
DLIDFOLG_03226	CDS	813				hypothetical protein
DLIDFOLG_03227	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
DLIDFOLG_03228	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
DLIDFOLG_03229	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
DLIDFOLG_03230	CDS	1656	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
DLIDFOLG_03231	CDS	843	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
DLIDFOLG_03232	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
DLIDFOLG_03233	CDS	798				hypothetical protein
DLIDFOLG_03234	CDS	1482				hypothetical protein
DLIDFOLG_03235	CDS	1986				hypothetical protein
DLIDFOLG_03236	CDS	1350	norW_2	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
DLIDFOLG_03237	CDS	1389	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
DLIDFOLG_03238	CDS	879	gltR_1		COG0583	HTH-type transcriptional regulator GltR
DLIDFOLG_03239	CDS	483				hypothetical protein
DLIDFOLG_03240	CDS	945	ldh1	1.1.1.27		L-lactate dehydrogenase 1
DLIDFOLG_03241	CDS	642	ulaR_2			HTH-type transcriptional regulator UlaR
DLIDFOLG_03242	CDS	987	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
DLIDFOLG_03243	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
DLIDFOLG_03244	CDS	1149	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
DLIDFOLG_03245	CDS	885	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
DLIDFOLG_03246	CDS	951		1.1.1.81	COG0111	Hydroxypyruvate reductase
DLIDFOLG_03247	CDS	1320	garP_1			putative galactarate transporter
DLIDFOLG_03248	CDS	795	yddE	5.1.-.-	COG0384	putative isomerase YddE
DLIDFOLG_03249	CDS	1200	sotB_3		COG2814	Sugar efflux transporter
DLIDFOLG_03250	CDS	669				hypothetical protein
DLIDFOLG_03251	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
DLIDFOLG_03252	CDS	375	marA			Multiple antibiotic resistance protein MarA
DLIDFOLG_03253	CDS	219				hypothetical protein
DLIDFOLG_03254	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
DLIDFOLG_03255	CDS	1197				hypothetical protein
DLIDFOLG_03256	CDS	483				hypothetical protein
DLIDFOLG_03257	CDS	699	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DLIDFOLG_03258	CDS	798	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DLIDFOLG_03259	CDS	249				hypothetical protein
DLIDFOLG_03260	CDS	1053	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
DLIDFOLG_03261	CDS	714	ompC_1			Outer membrane porin C
DLIDFOLG_03262	CDS	552	ompC_2			Outer membrane porin C
DLIDFOLG_03263	CDS	2658	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
DLIDFOLG_03264	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
DLIDFOLG_03265	CDS	2841	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
DLIDFOLG_03266	CDS	2634	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
DLIDFOLG_03267	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
DLIDFOLG_03268	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
DLIDFOLG_03269	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
DLIDFOLG_03270	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
DLIDFOLG_03271	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
DLIDFOLG_03272	CDS	1347	glpT_2		COG2271	Glycerol-3-phosphate transporter
DLIDFOLG_03273	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
DLIDFOLG_03274	CDS	486				hypothetical protein
DLIDFOLG_03275	CDS	840				hypothetical protein
DLIDFOLG_03276	CDS	786	fliY_4		COG0834	L-cystine-binding protein FliY
DLIDFOLG_03277	CDS	666				hypothetical protein
DLIDFOLG_03278	CDS	657	yecS_2		COG0765	L-cystine transport system permease protein YecS
DLIDFOLG_03279	CDS	738	glnQ_6			Glutamine transport ATP-binding protein GlnQ
DLIDFOLG_03280	CDS	1242	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
DLIDFOLG_03281	CDS	1260	amaB_1	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
DLIDFOLG_03282	CDS	978		1.6.5.11	COG2070	NADH:quinone reductase
DLIDFOLG_03283	CDS	897	dmlR_10			HTH-type transcriptional regulator DmlR
DLIDFOLG_03284	CDS	534				hypothetical protein
DLIDFOLG_03285	CDS	1101	namA_2	1.6.99.1	COG1902	NADPH dehydrogenase
DLIDFOLG_03286	CDS	1608				hypothetical protein
DLIDFOLG_03287	CDS	1233	yjhB			Putative metabolite transport protein YjhB
DLIDFOLG_03288	CDS	915				hypothetical protein
DLIDFOLG_03289	CDS	1101				hypothetical protein
DLIDFOLG_03290	CDS	579				hypothetical protein
DLIDFOLG_03291	CDS	537				hypothetical protein
DLIDFOLG_03292	CDS	1299	oxlT			Oxalate:formate antiporter
DLIDFOLG_03293	CDS	1059	gntR_1			HTH-type transcriptional regulator GntR
DLIDFOLG_03294	CDS	438	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
DLIDFOLG_03295	CDS	267	ulaB_2	2.7.1.194		Ascorbate-specific PTS system EIIB component
DLIDFOLG_03296	CDS	1263	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
DLIDFOLG_03297	CDS	681	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
DLIDFOLG_03298	CDS	471	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
DLIDFOLG_03299	CDS	312	manP_1		COG1299	PTS system mannose-specific EIIBCA component
DLIDFOLG_03300	CDS	1107	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
DLIDFOLG_03301	CDS	621	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
DLIDFOLG_03302	CDS	1209				hypothetical protein
DLIDFOLG_03303	CDS	903	dmlR_11			HTH-type transcriptional regulator DmlR
DLIDFOLG_03304	CDS	888	dmlR_12			HTH-type transcriptional regulator DmlR
DLIDFOLG_03305	CDS	792	attM	3.1.1.81		N-acyl homoserine lactonase AttM
DLIDFOLG_03306	CDS	429				hypothetical protein
DLIDFOLG_03307	CDS	1143	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
DLIDFOLG_03308	CDS	756				hypothetical protein
DLIDFOLG_03309	CDS	1080	opd	3.1.8.1		Parathion hydrolase
DLIDFOLG_03310	CDS	1002	rbsC_9		COG1172	Ribose import permease protein RbsC
DLIDFOLG_03311	CDS	783	frcA_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
DLIDFOLG_03312	CDS	1023	rbsR_3		COG1609	Ribose operon repressor
DLIDFOLG_03313	CDS	954	rbsB_3		COG1879	Ribose import binding protein RbsB
DLIDFOLG_03314	CDS	873	rbsK_4	2.7.1.15		Ribokinase
DLIDFOLG_03315	CDS	846				hypothetical protein
DLIDFOLG_03316	CDS	645	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
DLIDFOLG_03317	CDS	873				hypothetical protein
DLIDFOLG_03318	CDS	450	kbp		COG1652	Potassium binding protein Kbp
DLIDFOLG_03319	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
DLIDFOLG_03320	CDS	1221	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
DLIDFOLG_03321	CDS	1995	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
DLIDFOLG_03322	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
DLIDFOLG_03323	CDS	519				hypothetical protein
